id,name,latitude,longitude,agent_code,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,is_pos,contact_name,contact_phone_number,pos_type,pos_channel,picture_uri,electronic_recharge_activity_flag,physical_recharge_activity_flag,sim_activity_flag,handset_activity_flag,mfs_activity_flag
FIPO25,FIPO25,51.2049378801062,4.40788090114774,FIPO25,LVL1_Anvers,null,null,null,null,true,Vickey Mounsey,+32454148886,fuel station,CHA03,/api/media/files?path=librairie_3.jpg,false,true,false,false,false
FIPO26,FIPO26,50.361969646174764,5.6724284637714035,FIPO26,LVL1_Stoumont,null,null,null,null,true,Lawanna Jess,+32433929358,fuel station,CHA03,null,false,true,false,false,true
FIPO30,FIPO30,50.978993461727846,4.54631270034525,FIPO30,LVL1_Boortmeerbeek,null,null,null,null,true,Kimiko Wiedeman,+32454945453,grocery store,CHA02,/api/media/files?path=librairie_0.jpg,false,true,true,false,true
FIPO32,FIPO32,50.85123696466673,4.356433691912442,FIPO32,LVL1_Bruxelles,null,null,null,null,true,Coreen Hoxie,+32475803014,grocery store,CHA03,null,false,true,true,false,true
FIPO34,FIPO34,51.06777223253157,3.7724621840894215,FIPO34,LVL1_Gand,null,null,null,null,true,Julieta Betterton,+32487595304,chemist,CHA03,/api/media/files?path=proximus_4.jpg,true,true,true,true,true
FIPO37,FIPO37,51.24541012252918,4.362441221448549,FIPO37,LVL1_Anvers,null,null,null,null,true,Denisse Adams,+32443023921,chemist,CHA03,/api/media/files?path=librairie_1.jpg,false,true,true,true,false
FIPO38,FIPO38,51.02504407253131,4.357514561924618,FIPO38,LVL1_Willebroek,null,null,null,null,true,Danika Gierlach,+32490959534,grocery store,CHA01,null,false,true,true,true,false
FIPO40,FIPO40,50.96896260392802,4.049892389578939,FIPO40,LVL1_Alost,null,null,null,null,true,Darron Craver,+32405310233,fuel station,CHA01,null,false,true,true,true,true
FIPO41,FIPO41,50.78480366426665,3.0130588119213084,FIPO41,LVL1_Comines-Warneton,null,null,null,null,true,Kymberly Mends,+32483182718,fuel station,CHA03,/api/media/files?path=supermarche_1.jpg,false,false,true,false,false
FIPO43,FIPO43,50.79087239565566,5.05273830236308,FIPO43,LVL1_Linter,null,null,null,null,true,Kimiko Wiedeman,+32422882479,grocery store,CHA01,/api/media/files?path=supermarche_1.jpg,false,false,false,false,true
FIPO44,FIPO44,51.15363991176532,3.8761274237021293,FIPO44,LVL1_Wachtebeke,null,null,null,null,true,Kenton Demaio,+32406070435,grocery store,CHA03,null,true,true,true,true,true
FIPO45,FIPO45,50.647490131302284,5.5574262540858825,FIPO45,LVL1_Lige,null,null,null,null,true,Lawanna Jess,+32474084544,grocery store,CHA03,/api/media/files?path=librairie_2.jpg,false,false,false,true,false
FIPO46,FIPO46,50.749891191413184,4.35962874814222,FIPO46,LVL1_Rhode-Saint-Gense,null,null,null,null,true,Beulah Glenn,+32468876529,chemist,CHA03,/api/media/files?path=librairie_3.jpg,true,false,false,true,true
FIPO47,FIPO47,51.1106301482762,3.1795810026425615,FIPO47,LVL1_Oostkamp,null,null,null,null,true,Hermila Penfold,+32497747784,chemist,CHA03,/api/media/files?path=librairie_0.jpg,true,false,false,true,false
FIPO48,FIPO48,50.90431736708658,3.6190039658011384,FIPO48,LVL1_Zingem,null,null,null,null,true,Thomasena Yarger,+32424815696,grocery store,CHA01,null,false,false,false,true,true
FIPO50,FIPO50,50.73713268286146,3.2801603940956117,FIPO50,LVL1_Mouscron,null,null,null,null,true,Logan Clapp,+32409443236,chemist,CHA02,null,false,true,true,false,false
FIPO52,FIPO52,50.73553244299788,3.2022686401789193,FIPO52,LVL1_Mouscron,null,null,null,null,true,Logan Clapp,+32451188900,fuel station,CHA02,/api/media/files?path=proximus_0.jpg,true,true,false,true,true
FIPO53,FIPO53,50.782957179261416,4.844762420694302,FIPO53,LVL1_Hoegaarden,null,null,null,null,true,Marcelino Henegar,+32426540717,fuel station,CHA03,/api/media/files?path=proximus_4.jpg,true,true,true,true,true
FIPO54,FIPO54,51.247504686414324,5.544241733031938,FIPO54,LVL1_Hamont-Achel,null,null,null,null,true,Cristopher Coles,+32433812296,fuel station,CHA02,null,true,false,true,true,true
FIPO56,FIPO56,50.41001887932323,4.254560620012535,FIPO56,LVL1_Anderlues,null,null,null,null,true,Tonita Manley,+32469107308,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,true,true,true,false,true
FIPO59,FIPO59,50.91016354688816,2.765636120685575,FIPO59,LVL1_Vleteren,null,null,null,null,true,Gonzalo Gao,+32415151514,chemist,CHA02,null,true,true,true,true,false
FIPO60,FIPO60,50.618708873973546,5.45703565136718,FIPO60,LVL1_Flmalle,null,null,null,null,true,Han Shumway,+32431636976,fuel station,CHA03,/api/media/files?path=proximus_1.jpg,false,true,false,false,false
FIPO61,FIPO61,50.47570401481433,4.385459340886969,FIPO61,LVL1_Courcelles,null,null,null,null,true,Guillermina Benedetti,+32466493470,grocery store,CHA03,null,true,true,true,false,true
FIPO62,FIPO62,50.835505131832704,3.242197928734747,FIPO62,LVL1_Courtrai,null,null,null,null,true,Kristen Janusz,+32400458855,fuel station,CHA03,null,true,true,false,false,true
FIPO63,FIPO63,51.04459922342669,4.882856745108043,FIPO63,LVL1_Herselt,null,null,null,null,true,Roseanne Perea,+32447091244,chemist,CHA03,null,true,false,false,true,false
FIPO64,FIPO64,51.22264293977583,4.422437173944401,FIPO64,LVL1_Anvers,null,null,null,null,true,Kymberly Mends,+32489468328,grocery store,CHA02,/api/media/files?path=librairie_3.jpg,true,true,true,true,true
FIPO65,FIPO65,51.02113443747706,4.473709360309243,FIPO65,LVL1_Malines,null,null,null,null,true,Tonita Manley,+32490765843,fuel station,CHA03,/api/media/files?path=supermarche_0.jpg,true,true,false,true,true
FIPO66,FIPO66,51.246237187211946,4.3958696795016445,FIPO66,LVL1_Anvers,null,null,null,null,true,Gonzalo Gao,+32429761482,fuel station,CHA03,/api/media/files?path=librairie_3.jpg,true,true,true,true,true
FIPO67,FIPO67,51.13735991422178,3.789579980132739,FIPO67,LVL1_Gand,null,null,null,null,true,Beulah Glenn,+32462459048,chemist,CHA01,/api/media/files?path=proximus_4.jpg,true,false,false,true,false
FIPO68,FIPO68,50.41528146055195,4.450394084869798,FIPO68,LVL1_Charleroi,null,null,null,null,true,Darron Craver,+32408977572,grocery store,CHA03,null,false,true,false,false,false
FIPO69,FIPO69,50.96067547104158,5.415336824479654,FIPO69,LVL1_Genk,null,null,null,null,true,Angella Prisco,+32496342864,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,true,false,true,true,true
FIPO71,FIPO71,50.75933483943623,4.266710543232764,FIPO71,LVL1_Beersel,null,null,null,null,true,Guillermina Benedetti,+32413357431,chemist,CHA01,/api/media/files?path=supermarche_3.jpg,false,true,false,false,false
FIPO77,FIPO77,51.10939380724456,3.730753810750596,FIPO77,LVL1_Evergem,null,null,null,null,true,Kimiko Wiedeman,+32473610109,grocery store,CHA02,/api/media/files?path=supermarche_2.jpg,true,true,true,true,true
FIPO80,FIPO80,50.80706282901103,4.282814322772695,FIPO80,LVL1_Sint-Pieters-Leeuw,null,null,null,null,true,Hermila Penfold,+32456433544,chemist,CHA03,/api/media/files?path=proximus_1.jpg,true,true,true,true,true
FIPO82,FIPO82,50.4686841008153,4.528008571135125,FIPO82,LVL1_Fleurus,null,null,null,null,true,Kenton Demaio,+32406330996,chemist,CHA03,/api/media/files?path=supermarche_2.jpg,true,true,true,true,true
FIPO83,FIPO83,51.393800184973614,4.679198155571672,FIPO83,LVL1_Wuustwezel,null,null,null,null,true,Enola Rudder,+32486490819,chemist,CHA02,/api/media/files?path=proximus_5.jpg,true,true,false,true,true
FIPO86,FIPO86,50.84528433269301,4.732681049647664,FIPO86,LVL1_Louvain,null,null,null,null,true,Glennie Menjivar,+32450678661,fuel station,CHA02,/api/media/files?path=supermarche_1.jpg,true,false,true,true,true
FIPO87,FIPO87,51.05431737914425,5.381874520408148,FIPO87,LVL1_Houthalen-Helchteren,null,null,null,null,true,Cristopher Coles,+32443824141,grocery store,CHA03,null,true,true,true,false,true
FIPO88,FIPO88,51.328466543362296,4.516380604469594,FIPO88,LVL1_Brasschaat,null,null,null,null,true,Georgiann Yoshida,+32450533523,fuel station,CHA01,/api/media/files?path=librairie_2.jpg,false,false,false,true,false
FIPO90,FIPO90,50.8168089043352,4.36213923699407,FIPO90,LVL1_Ixelles,null,null,null,null,true,Cristopher Coles,+32477013231,grocery store,CHA02,null,false,false,false,true,true
FIPO93,FIPO93,51.17211421315269,5.576387855621196,FIPO93,LVL1_Bocholt,null,null,null,null,true,Zonia Corns,+32437022083,grocery store,CHA02,/api/media/files?path=proximus_2.jpg,true,false,false,false,true
FIPO95,FIPO95,50.45549007359043,3.947741107903221,FIPO95,LVL1_Mons,null,null,null,null,true,Deadra Payton,+32469963811,chemist,CHA03,/api/media/files?path=librairie_3.jpg,true,true,true,true,false
FIPO96,FIPO96,50.53603648786462,4.738059312805317,FIPO96,LVL1_Gembloux,null,null,null,null,true,Logan Clapp,+32422767820,chemist,CHA03,/api/media/files?path=librairie_0.jpg,false,true,true,true,true
FIPO99,FIPO99,50.726576766016905,5.957120342070869,FIPO99,LVL1_Plombires,null,null,null,null,true,Tonita Manley,+32497345608,grocery store,CHA03,/api/media/files?path=proximus_1.jpg,true,false,true,true,true
FIPO100,FIPO100,50.84015462499952,4.006120464650383,FIPO100,LVL1_Ninove,null,null,null,null,true,Carin Maitland,+32413749807,grocery store,CHA02,/api/media/files?path=supermarche_3.jpg,false,false,false,false,true
FIPO101,FIPO101,50.93824039768088,3.1199469840066096,FIPO101,LVL1_Roulers,null,null,null,null,true,Corazon Dines,+32428328494,grocery store,CHA02,/api/media/files?path=proximus_3.jpg,true,true,true,true,true
FIPO102,FIPO102,50.95872637289416,4.233982374427072,FIPO102,LVL1_Merchtem,null,null,null,null,true,Olive Hessel,+32476487666,grocery store,CHA02,/api/media/files?path=supermarche_3.jpg,true,true,true,false,true
FIPO104,FIPO104,50.60153073370127,3.4038402150539926,FIPO104,LVL1_Tournai,null,null,null,null,true,Olive Hessel,+32475875261,fuel station,CHA01,/api/media/files?path=librairie_3.jpg,true,true,false,false,false
FIPO105,FIPO105,50.86830177171611,3.3046253279486555,FIPO105,LVL1_Harelbeke,null,null,null,null,true,Glennie Menjivar,+32445196240,grocery store,CHA03,/api/media/files?path=proximus_1.jpg,true,true,true,true,true
FIPO106,FIPO106,51.18017221693738,4.10527152171722,FIPO106,LVL1_Saint-Nicolas,null,null,null,null,true,Kati Sharma,+32429879832,grocery store,CHA01,null,false,true,false,false,true
FIPO107,FIPO107,50.85710671860635,3.128082496444094,FIPO107,LVL1_Ledegem,null,null,null,null,true,Hermila Penfold,+32460498117,grocery store,CHA02,/api/media/files?path=supermarche_2.jpg,true,false,true,false,true
FIPO108,FIPO108,51.12173500815637,4.547442695683865,FIPO108,LVL1_Lierre,null,null,null,null,true,Deadra Payton,+32427452328,grocery store,CHA01,/api/media/files?path=proximus_1.jpg,false,true,false,false,false
FIPO109,FIPO109,50.392846036815044,3.892405227896394,FIPO109,LVL1_Frameries,null,null,null,null,true,Dacia Crockett,+32403333204,grocery store,CHA03,null,false,true,false,false,false
FIPO110,FIPO110,50.92056169795394,4.434904160574395,FIPO110,LVL1_Vilvorde,null,null,null,null,true,Danika Gierlach,+32491149453,grocery store,CHA01,null,false,false,true,true,true
FIPO111,FIPO111,51.17539757602066,2.9125882114007755,FIPO111,LVL1_Gistel,null,null,null,null,true,Olive Hessel,+32413023700,fuel station,CHA01,/api/media/files?path=librairie_3.jpg,false,false,true,false,false
FIPO114,FIPO114,50.99910458742841,4.4718044279489195,FIPO114,LVL1_Malines,null,null,null,null,true,Randolph Favela,+32491037728,grocery store,CHA02,/api/media/files?path=librairie_2.jpg,true,true,false,true,false
FIPO115,FIPO115,51.19066652835282,4.479944270370477,FIPO115,LVL1_Borsbeek,null,null,null,null,true,Coreen Hoxie,+32493192485,fuel station,CHA03,/api/media/files?path=librairie_2.jpg,false,true,true,false,false
FIPO116,FIPO116,51.01007969134176,5.283739924047784,FIPO116,LVL1_Heusden-Zolder,null,null,null,null,true,Chloe Rothenberg,+32467927798,grocery store,CHA02,/api/media/files?path=librairie_3.jpg,true,true,true,true,true
FIPO118,FIPO118,50.69833797594437,5.639878791396516,FIPO118,LVL1_Oupeye,null,null,null,null,true,Enola Rudder,+32439024460,chemist,CHA03,/api/media/files?path=librairie_1.jpg,false,false,true,false,false
FIPO119,FIPO119,50.41137103231154,4.45714486141529,FIPO119,LVL1_Charleroi,null,null,null,null,true,Kati Sharma,+32450153084,grocery store,CHA03,/api/media/files?path=librairie_3.jpg,false,true,false,false,false
FIPO120,FIPO120,50.34269057561239,5.4514118962103,FIPO120,LVL1_Durbuy,null,null,null,null,true,Lawanna Jess,+32447195452,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,false,false,false,false,true
FIPO121,FIPO121,50.862225617725876,3.9747827053838916,FIPO121,LVL1_Ninove,null,null,null,null,true,Brittni Mertens,+32498786554,grocery store,CHA01,/api/media/files?path=proximus_2.jpg,false,true,true,false,false
FIPO122,FIPO122,50.559254792439354,4.848027460343278,FIPO122,LVL1_Egheze,null,null,null,null,true,Lawanna Jess,+32475344546,chemist,CHA02,/api/media/files?path=supermarche_3.jpg,true,false,true,false,true
FIPO123,FIPO123,51.025016314766724,3.044984425465112,FIPO123,LVL1_Kortemark,null,null,null,null,true,Hermila Penfold,+32486132875,chemist,CHA02,/api/media/files?path=proximus_5.jpg,true,false,false,true,false
FIPO124,FIPO124,51.18100499637809,4.366809229903868,FIPO124,LVL1_Anvers,null,null,null,null,true,Adina Pacheo,+32436467398,fuel station,CHA03,/api/media/files?path=supermarche_3.jpg,false,false,false,false,true
FIPO125,FIPO125,50.96141633873547,4.716596411945099,FIPO125,LVL1_Rotselaar,null,null,null,null,true,Jospeh Vergara,+32401702720,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,false,false,true,true,false
FIPO126,FIPO126,50.43813632023766,4.798328965018539,FIPO126,LVL1_Namur,null,null,null,null,true,Carin Maitland,+32463437227,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,true,false,true,false,true
FIPO127,FIPO127,50.90263732699745,4.334548758350021,FIPO127,LVL1_Grimbergen,null,null,null,null,true,Danika Gierlach,+32430741771,fuel station,CHA03,null,true,true,true,true,true
FIPO128,FIPO128,50.92595852034514,4.633861766345264,FIPO128,LVL1_Herent,null,null,null,null,true,Lasandra Foulger,+32427740406,chemist,CHA01,/api/media/files?path=proximus_0.jpg,true,true,false,true,true
FIPO129,FIPO129,50.08726335625048,5.277328109107141,FIPO129,LVL1_Tellin,null,null,null,null,true,Deeanna Amundson,+32408104361,fuel station,CHA02,null,false,true,false,false,false
FIPO130,FIPO130,50.98300427759944,3.1918442466840213,FIPO130,LVL1_Ardooie,null,null,null,null,true,Kymberly Mends,+32480815313,chemist,CHA03,null,true,true,true,true,true
FIPO131,FIPO131,50.37550358573337,4.631144793199639,FIPO131,LVL1_Fosses-la-Ville,null,null,null,null,true,Logan Clapp,+32400507625,grocery store,CHA03,/api/media/files?path=proximus_0.jpg,true,false,true,true,false
FIPO132,FIPO132,50.828598902825746,4.364779239996733,FIPO132,LVL1_Bruxelles,null,null,null,null,true,Julieta Betterton,+32424419561,fuel station,CHA02,null,true,true,true,true,true
FIPO133,FIPO133,51.2515761790697,4.214770839423841,FIPO133,LVL1_Beveren,null,null,null,null,true,Han Shumway,+32466799712,grocery store,CHA03,/api/media/files?path=proximus_2.jpg,true,false,true,false,false
FIPO134,FIPO134,50.173566381980585,4.188842771198509,FIPO134,LVL1_Sivry-Rance,null,null,null,null,true,Darron Craver,+32425824343,grocery store,CHA01,/api/media/files?path=librairie_2.jpg,true,true,true,true,true
FIPO136,FIPO136,50.77876046860689,5.458570978393162,FIPO136,LVL1_Tongres,null,null,null,null,true,Lawanna Jess,+32483461914,grocery store,CHA02,/api/media/files?path=librairie_0.jpg,false,true,true,true,true
FIPO137,FIPO137,50.59417107002655,4.918566062844145,FIPO137,LVL1_Egheze,null,null,null,null,true,Hermila Penfold,+32485407732,grocery store,CHA03,/api/media/files?path=proximus_0.jpg,false,false,true,true,true
FIPO138,FIPO138,50.90709893067934,5.061945659672773,FIPO138,LVL1_Kortenaken,null,null,null,null,true,Thomasena Yarger,+32472581625,grocery store,CHA02,/api/media/files?path=librairie_3.jpg,true,true,false,false,true
FIPO140,FIPO140,50.781871758281206,4.240935763648087,FIPO140,LVL1_Sint-Pieters-Leeuw,null,null,null,null,true,Glennie Menjivar,+32480809328,fuel station,CHA02,/api/media/files?path=librairie_1.jpg,false,false,false,true,true
FIPO141,FIPO141,50.83349985952933,4.503015473777588,FIPO141,LVL1_Tervuren,null,null,null,null,true,Carin Maitland,+32422497595,grocery store,CHA01,/api/media/files?path=proximus_3.jpg,false,true,false,false,false
FIPO142,FIPO142,50.89753577669601,3.821049891623917,FIPO142,LVL1_Zottegem,null,null,null,null,true,Lasandra Foulger,+32494431510,grocery store,CHA03,/api/media/files?path=proximus_5.jpg,true,false,true,false,false
FIPO143,FIPO143,50.826559644922355,4.351521322858713,FIPO143,LVL1_Saint-Gilles,null,null,null,null,true,Han Shumway,+32409657093,chemist,CHA03,/api/media/files?path=proximus_5.jpg,true,true,true,true,true
FIPO144,FIPO144,50.476073326677835,4.2752227492388215,FIPO144,LVL1_Chapelle-lez-Herlaimont,null,null,null,null,true,Chassidy Horne,+32481724376,grocery store,CHA03,/api/media/files?path=proximus_2.jpg,false,false,true,true,false
FIPO145,FIPO145,50.28433925822018,4.941134588175838,FIPO145,LVL1_Dinant,null,null,null,null,true,Randolph Favela,+32415869371,chemist,CHA03,/api/media/files?path=librairie_1.jpg,true,true,true,true,true
FIPO147,FIPO147,50.76999657472206,4.901692366398979,FIPO147,LVL1_Hoegaarden,null,null,null,null,true,Chloe Rothenberg,+32404084607,chemist,CHA03,/api/media/files?path=proximus_5.jpg,true,true,true,true,true
FIPO149,FIPO149,50.88936358955671,3.4323123584872004,FIPO149,LVL1_Waregem,null,null,null,null,true,Kati Sharma,+32448930737,fuel station,CHA01,/api/media/files?path=librairie_2.jpg,true,true,true,false,true
FIPO150,FIPO150,51.046544133542724,3.726262608594673,FIPO150,LVL1_Gand,null,null,null,null,true,Glennie Menjivar,+32421156486,fuel station,CHA02,/api/media/files?path=proximus_1.jpg,false,true,false,true,false
FIPO151,FIPO151,51.02985404347998,4.476665569635044,FIPO151,LVL1_Malines,null,null,null,null,true,Danika Gierlach,+32429692559,grocery store,CHA03,null,false,true,false,false,false
FIPO152,FIPO152,51.158566649252215,3.516447212173213,FIPO152,LVL1_Maldegem,null,null,null,null,true,Scarlet Champine,+32472854859,chemist,CHA01,null,false,true,true,true,false
FIPO153,FIPO153,50.856690562036626,2.6240670608535144,FIPO153,LVL1_Poperinge,null,null,null,null,true,Kenton Demaio,+32440003211,fuel station,CHA02,null,false,false,true,true,true
FIPO154,FIPO154,50.50725569403328,4.382003850144377,FIPO154,LVL1_Pont-č-celles,null,null,null,null,true,Denisse Adams,+32489664698,fuel station,CHA02,/api/media/files?path=proximus_4.jpg,false,true,false,false,true
FIPO155,FIPO155,49.86680235260611,4.890946134413752,FIPO155,LVL1_Vresse-sur-Semois,null,null,null,null,true,Hermila Penfold,+32462540637,chemist,CHA03,/api/media/files?path=proximus_1.jpg,false,true,false,false,false
FIPO157,FIPO157,50.4137578352651,4.220642737645122,FIPO157,LVL1_Binche,null,null,null,null,true,Darron Craver,+32457900092,grocery store,CHA01,/api/media/files?path=supermarche_0.jpg,false,true,false,false,true
FIPO158,FIPO158,50.819775218692264,5.18736579184169,FIPO158,LVL1_Saint-Trond,null,null,null,null,true,Marth Wheeler,+32441284249,chemist,CHA01,/api/media/files?path=librairie_3.jpg,false,true,false,false,false
FIPO159,FIPO159,51.05074671045463,4.108898821862854,FIPO159,LVL1_Termonde,null,null,null,null,true,Logan Clapp,+32452144463,fuel station,CHA02,null,false,true,true,true,true
FIPO160,FIPO160,50.79606888070545,4.198939526381995,FIPO160,LVL1_Lennik,null,null,null,null,true,Julieta Betterton,+32427449025,fuel station,CHA03,null,false,false,false,false,true
FIPO162,FIPO162,51.36226753897933,4.541122140417816,FIPO162,LVL1_Wuustwezel,null,null,null,null,true,Marth Wheeler,+32496826438,grocery store,CHA03,null,true,true,true,true,true
FIPO163,FIPO163,50.81844874208621,4.32114539725177,FIPO163,LVL1_Forest,null,null,null,null,true,Scarlet Champine,+32438162703,fuel station,CHA01,/api/media/files?path=librairie_1.jpg,true,true,true,true,true
FIPO164,FIPO164,51.12740345923396,4.517431738906761,FIPO164,LVL1_Lint,null,null,null,null,true,Violeta Tolbert,+32417770174,fuel station,CHA01,null,true,true,true,true,true
FIPO165,FIPO165,51.150394723935634,4.061705433405319,FIPO165,LVL1_Saint-Nicolas,null,null,null,null,true,Kenton Demaio,+32452678042,grocery store,CHA02,/api/media/files?path=proximus_0.jpg,true,true,true,false,false
FIPO166,FIPO166,50.835302032988785,4.333776193550913,FIPO166,LVL1_Saint-Gilles,null,null,null,null,true,Violeta Tolbert,+32446551222,grocery store,CHA03,null,true,true,false,true,false
FIPO169,FIPO169,50.02801410166352,4.6291672110311355,FIPO169,LVL1_Viroinval,null,null,null,null,true,Julieta Betterton,+32430885885,chemist,CHA03,null,true,true,true,true,true
FIPO170,FIPO170,50.56522004454246,4.002571543087341,FIPO170,LVL1_Soignies,null,null,null,null,true,Chloe Rothenberg,+32454472549,grocery store,CHA03,/api/media/files?path=supermarche_0.jpg,false,false,true,false,false
FIPO171,FIPO171,51.032120662118,4.359205815088335,FIPO171,LVL1_Willebroek,null,null,null,null,true,Kristen Janusz,+32435949982,chemist,CHA01,/api/media/files?path=librairie_3.jpg,true,false,true,true,true
FIPO173,FIPO173,50.92943887072575,4.282798730675475,FIPO173,LVL1_Merchtem,null,null,null,null,true,Marth Wheeler,+32491798734,fuel station,CHA03,/api/media/files?path=supermarche_2.jpg,false,true,true,true,true
FIPO174,FIPO174,50.72412743566382,4.221261014241924,FIPO174,LVL1_Hal,null,null,null,null,true,Roseanne Perea,+32473999399,chemist,CHA01,null,true,true,true,true,true
FIPO175,FIPO175,50.94780314988744,4.753940940554193,FIPO175,LVL1_Rotselaar,null,null,null,null,true,Scarlet Champine,+32403708174,fuel station,CHA01,null,true,true,true,true,true
FIPO176,FIPO176,50.46096100657486,4.864394620388441,FIPO176,LVL1_Namur,null,null,null,null,true,Chassidy Horne,+32409946300,fuel station,CHA02,/api/media/files?path=supermarche_2.jpg,true,true,true,true,true
FIPO178,FIPO178,50.832035177498526,3.0460376158521787,FIPO178,LVL1_Wervik,null,null,null,null,true,Georgiann Yoshida,+32426316042,grocery store,CHA01,/api/media/files?path=proximus_2.jpg,true,false,true,true,true
FIPO179,FIPO179,50.209857142579274,5.345768609907617,FIPO179,LVL1_Marche-en-Famenne,null,null,null,null,true,Lawanna Jess,+32489739552,chemist,CHA01,/api/media/files?path=proximus_1.jpg,false,true,false,false,true
FIPO180,FIPO180,51.250682987978585,5.434116629751118,FIPO180,LVL1_Neerpelt,null,null,null,null,true,Randolph Favela,+32455941774,chemist,CHA02,/api/media/files?path=supermarche_3.jpg,true,false,true,true,true
